                                                    Concept  PeriodEnd                                                                                                                                                                                                                                             Dims         Value
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                                                                                                                                   8.882100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                                                                                                                                   8.515900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-01-01                                                                                                                                                                                                                                                   7.999000e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.800000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.560000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.070000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember  4.230000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember  3.620000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember  1.291000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:AbiomedMember  1.112000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                   srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.200000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                   srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.630000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                   srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.590000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                   srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                          srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.900000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                          srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                          srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.690000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                          srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                             us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember  2.780000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                             us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember  2.290000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                             us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember  8.280000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                             us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:ShockwaveMember  3.060000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                         srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.000000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                         srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.000000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                         srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  9.300000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                         srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.900000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.500000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.090000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.920000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                   us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember  9.500000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                   us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember  9.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                   us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember  3.020000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                   us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OtherCardiovascularMember  2.810000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.396000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.359000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.200000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.229000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.780000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.320000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.620000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.614000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  2.274000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  2.191000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  6.820000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  6.843000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.620000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.500000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.960000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.850000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.440000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.310000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.350000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                 srt:ProductOrServiceAxis:jnj:HIPSMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.050000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                 srt:ProductOrServiceAxis:jnj:HIPSMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.810000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                 srt:ProductOrServiceAxis:jnj:HIPSMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.235000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                 srt:ProductOrServiceAxis:jnj:HIPSMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.220000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                      srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.160000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                      srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.120000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                      srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.730000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                      srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.840000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                             srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.600000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                             srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                             srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.820000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                             srt:ProductOrServiceAxis:jnj:KNEESMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.630000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                srt:ProductOrServiceAxis:jnj:KNEESMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.770000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                srt:ProductOrServiceAxis:jnj:KNEESMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.520000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                srt:ProductOrServiceAxis:jnj:KNEESMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.155000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                srt:ProductOrServiceAxis:jnj:KNEESMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.147000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                     srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.120000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                     srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.970000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                     srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.515000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                     srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.499000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                            srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.810000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                            srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.650000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                            srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.180000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                            srt:ProductOrServiceAxis:jnj:TRAUMAMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.860000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                               srt:ProductOrServiceAxis:jnj:TRAUMAMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.930000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                               srt:ProductOrServiceAxis:jnj:TRAUMAMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.610000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                               srt:ProductOrServiceAxis:jnj:TRAUMAMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.333000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                               srt:ProductOrServiceAxis:jnj:TRAUMAMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.285000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                 srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.060000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                 srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.000000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                 srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.216000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                 srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.262000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                        srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.930000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                        srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.960000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                        srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.810000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                        srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  9.300000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                           srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.980000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                           srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.960000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                           srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.096000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                           srt:ProductOrServiceAxis:jnj:SPINEOTHERMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.191000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.031000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  9.830000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.076000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.965000e+09
